DATE_NAME,GEOGRAPHY,GEOGRAPHY_NAME,GEOGRAPHY_CODE,C2021_ETH_20_NAME,OBS_VALUE
2021,650117154,St. Helens,E08000013,"White: English, Welsh, Scottish, Northern Irish or British",171546
2021,650117154,St. Helens,E08000013,White: Irish,945
2021,650117154,St. Helens,E08000013,White: Gypsy or Irish Traveller,145
2021,650117154,St. Helens,E08000013,White: Roma,67
2021,650117154,St. Helens,E08000013,White: Other White,4185
2021,650117154,St. Helens,E08000013,Other ethnic group: Arab,377
2021,650117154,St. Helens,E08000013,Other ethnic group: Any other ethnic group,657
2021,650117146,Stockport,E08000007,"Asian, Asian British or Asian Welsh: Bangladeshi",963
2021,650117146,Stockport,E08000007,"Asian, Asian British or Asian Welsh: Chinese",2306
2021,650117146,Stockport,E08000007,"Asian, Asian British or Asian Welsh: Indian",4433
2021,650117146,Stockport,E08000007,"Asian, Asian British or Asian Welsh: Pakistani",10953
2021,650117146,Stockport,E08000007,"Asian, Asian British or Asian Welsh: Other Asian",2809
